name,sku,barcode,category,supplier,qty,cost,price,brand,volume_ml,unit,parfumo_url,match_type,parfumo_url,match_type
Ganymede Marc-Antoine Barrois,ganymede,2000000001630,Parfum,Labor sklad,169,2420,16000,Marc-Antoine Barrois,,Милллилитр,,,,
Encelade Marc-Antoine Barrois,encelade,2000000001623,Parfum,Labor sklad,447,2420,16000,Marc-Antoine Barrois,,Милллилитр,,,,
Tilia Marc-Antoine Barrois,tilia-barrios,2000000001609,Parfum,Labor sklad,310,2420,16000,Marc-Antoine Barrois,,Милллилитр,,,,
Musk Kashmir Attar Collection,muskattar,2000000001593,Parfum,Labor sklad,512,2420,16000,Attar Collection,,Милллилитр,,,,
Guidance Amouage,guidance,2000000001586,Parfum,Labor sklad,591,2420,16000,Amouage,,Милллилитр,,,,
Interlude Man Amouage,interlude,2000000001579,Parfum,Labor sklad,35,2420,16000,Amouage,,Милллилитр,https://www.parfumo.com/Perfumes/Amouage/interlude-man-attar,fuzzy_brand_0.88,https://www.parfumo.com/Perfumes/Amouage/interlude-man-attar,fuzzy_brand_0.88
Amber Wood Ajmal,amberwood,2000000001555,Parfum,Labor sklad,438,2420,16000,Ajmal,,Милллилитр,,,,
Универсальный парфюм,BOC-27674,2000000001494,Домашний парфюм,Uniderm,42,60500,90000,labor,,Штука,,,,
Гель для душа парфюмированный Imagination 300 gr,geldlyadusha-imagination,4780071941872,Гель для душа,Uniderm,11,75020,120000,labor,,Штука,,,,
Гель для душа(парфюмированный),EPY-76014,4780071941896,Гель для душа,Uniderm,20,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Limmensite 300 gr,geldlyadusha-limmensite,4780071941803,Гель для душа,uni,0,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Symphony 300 gr,geldlyadushi-symphony,4780071941889,Гель для душа,uni,0,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Lost Cherry 300 gr,geldlyadusha-lostcherry,4780071941810,Гель для душа,Uniderm,7,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Kirke 300 gr,geldlyadusha_kirke,4780071941902,Гель для душа,Uniderm,0,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Aventus 300 gr,geldlyadusha_aventus,4780071941797,Гель для душа,Uniderm,0,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Pink Molecule 090 300 гр,geldlyadusha_molecule090,4780071941865,Гель для душа,Uniderm,2,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Baccarat 300 гр,geldlyadusha_baccarat,4780071941841,Гель для душа,"uni, Uniderm",8,75020,120000,labor,,Штука,,,,
Гель для душа парфюмированный Black Afgano 300 гр,geldlyadusha_blackafgano,4780071941834,Гель для душа,Uniderm,1,75020,120000,labor,,Штука,,,,
спрей парфбм 50 мл (Ganymede),UJI-17893,2000000001487,Parfum,Uniderm,42,181500,750000,labor,,Штука,,,,
спрей парфюм 50 мл (Baccarat),QAN-19623,2000000001463,Parfum,Uniderm,47,181500,750000,labor,,Штука,,,,
Арома Диффузор,CIU-73448,2000000001449,Домашний парфюм,Uniderm,0,178959,250000,,,Штука,,,,
спрей парфюм ATelier Cologne,OFF-45193,2000000001432,Parfum,,170,6050,14000,labor,,Милллилитр,,,,
Авто парфюм,TZD-44196,2000000001425,Авто парфюм,Uniderm,86,21780,40000,labor,,Штука,,,,
Авто парфюм Prada Candy,WDH-23130,2000000001418,Авто парфюм,Uniderm,0,21780,40000,labor,,Штука,,,,
Авто парфюм Elixir des Merveilles,QQX-50310,2000000001401,Авто парфюм,Uniderm,5,21780,40000,labor,,Штука,,,,
Авто парфюм Light Blue,UIN-18528,2000000001395,Авто парфюм,Uniderm,5,21780,40000,labor,,Штука,,,,
Авто парфюм Cocaina,KTZ-64406,2000000001388,Авто парфюм,Uniderm,3,21780,40000,labor,,Штука,,,,
Авто парфюм Le blanc,ZGI-18444,2000000001371,Авто парфюм,Uniderm,4,21780,40000,labor,,Штука,,,,
Авто парфюм Mango Skin,XED-58245,2000000001364,Авто парфюм,Uniderm,5,21780,40000,labor,,Штука,,,,
Авто парфюм Wood sage Sea salt,EKU-42157,2000000001357,Авто парфюм,Uniderm,1,21780,40000,labor,,Штука,,,,
Авто парфюм Hayati,PIF-33453,2000000001340,Авто парфюм,Uniderm,4,21780,40000,labor,,Штука,,,,
Авто парфюм Lost Cherry,KYM-17084,2000000001326,Авто парфюм,Uniderm,0,21780,40000,labor,,Штука,,,,
Авто парфюм Tygar,GWU-72226,2000000001319,Авто парфюм,Uniderm,0,21780,40000,labor,,Штука,,,,
Ароматическая свеча,svecha-aroma,2000000001302,свеча,Uniderm,12,71390,145000,Creation,,Штука,,,,
Домашний парфюм,UEW-77664,2000000001289,Домашний парфюм,Uniderm,25,57596,100000,labor,,Штука,,,,
Спрей парфюм 20,UAG-50967,2000000001272,Parfum,Firdaus,57,84700,300000,labor,,Штука,,,,
спрей парфюм 15,RPM-44819,2000000001227,Parfum,Uniderm,95,48400,210000,labor,,Штука,,,,
SAVON жидкое крем-мыло (500гр),RPB-96670,2000000001210,Жидкое Мыло,,26,8470,30000,labor,,Штука,,,,
смесь душистых веществ Cola Diffuser,CVY-10904,2000000001203,Essential Oil,,50,726,1000,labor,,Грамм,,,,
смесь душистых веществ Chanel tendre,EVU-39835,2000000001166,Essential Oil,Uniderm,40,726,1500,labor,,Грамм,,,,
смесь душистых веществ Ocean,AZO-55442,2000000001159,Essential Oil,,80,726,1000,labor,,Грамм,,,,
смесь душистых веществ Cucumber,UJT-82930,2000000001142,Essential Oil,,50,726,1000,labor,,Грамм,,,,
смесь душистых веществ Thermal SPA,GIZ-15874,2000000001135,Essential Oil,,100,363,800,labor,,Грамм,,,,
смесь душистых веществ Nature Function,DIU-44742,2000000001128,Essential Oil,,260,363,3000,labor,,Грамм,,,,
смесь душистых веществ Japanese tatami,AVH-40823,2000000001111,Essential Oil,,200,363,800,labor,,Грамм,,,,
смесь душистых веществ Black Prince,AZF-66959,2000000001104,Essential Oil,,400,726,1500,labor,,Грамм,,,,
смесь душистых веществ Black orchid,HPJ-76705,2000000001098,Essential Oil,,500,726,1500,labor,,Грамм,,,,
смесь душистых веществ Baccarat,KHX-59432,2000000001081,Essential Oil,,400,726,1500,labor,,Грамм,,,,
смесь душистых веществ LOST CHERRY,ZHX-30463,2000000001074,Essential Oil,,134,726,1500,labor,,Грамм,,,,
смесь душистых веществ Aventus,JLW-17629,2000000001067,Essential Oil,,1000,726,1500,labor,,Грамм,,,,
Парфюм для авто (Освежитель для авто),YWU-88819,2000000001036,Домашний парфюм,Uniderm,1018,12100,20000,labor,,Штука,,,,
спрей парфюм 50,TBU-71173,2000000000978,Parfum,Labor sklad,4,145200,650000,Creation,,Штука,,,,
Парфюм спрей 10,DXB-63801,2000000000923,Parfum,Labor sklad,0,24200,140000,labor,,Штука,,,,
Libre,BVL-31210,2000000000909,Parfum,,450,6050,14000,,,Милллилитр,,,,
Жидкое крем мыло BLACK EARTH,BZG-83349,4780071941360,Жидкое Мыло,,5,24200,45000,,,Штука,,,,
Жидкое крем мыло GREEN SCENT,YBD-47804,4780071941353,Жидкое Мыло,,6,24200,45000,,,Штука,,,,
Жидкое крем мыло THERMAL SPA,OJD-90847,4780071941384,Жидкое Мыло,,3,24200,45000,,,Штука,,,,
Многоразовый Флакон  ОРАНЖЕВЫЙ,CTU-18189,2000000000893,Флакон,Uniderm,2,121000,240000,,,Штука,,,,
Многоразовый Флакон  ШАХМАТНЫЙ,ZED-87190,2000000000886,Флакон,,0,121000,240000,,,Штука,,,,
Многоразовый Флакон  РОЗОВЫЙ,XRN-92860,2000000000879,Флакон,,7,121000,240000,,,Штука,,,,
Многоразовый Флакон  ЗЕЛЕНЫЙ,PRS-28742,2000000000862,Флакон,,8,121000,240000,,,Штука,,,,
Многоразовый Флакон  LV,KAZ-82099,2000000000855,Флакон,,8,121000,240000,,,Штука,,,,
"Black pepper, amber, neroli",FDH-77812,2000000000824,,,290,6050,18000,Zielinski,,Милллилитр,https://www.parfumo.com/Perfumes/zielinski-rozen/black-pepper-amber-neroli,exact_name,https://www.parfumo.com/Perfumes/zielinski-rozen/black-pepper-amber-neroli,exact_name
London,XHJ-42666,2000000000817,,,490,7260,24000,Creation,,Милллилитр,https://www.parfumo.com/Perfumes/Avon/015_London,exact_name,https://www.parfumo.com/Perfumes/Avon/015_London,exact_name
Creation,JLV-54863,2000000000800,Parfum,,4830,6050,14000,MIX,,Милллилитр,https://www.parfumo.com/Perfumes/La_Perla/Creation,exact_name,https://www.parfumo.com/Perfumes/La_Perla/Creation,exact_name
Жидкость для диффузора 120МЛ,QXK-87557,2000000000794,MIX,,14,653400,1500000,MIX,,Штука,,,,
Erba Pura,ASO-55135,2000000000770,,,660,6050,12000,Sospiro,,Милллилитр,https://www.parfumo.com/Perfumes/Xerjoff/Erba_Pura,exact_name,https://www.parfumo.com/Perfumes/Xerjoff/Erba_Pura,exact_name
Ebene Fume,CJU-16159,2000000000763,,,450,6050,12000,Tom Ford,,Милллилитр,,,,
Tendre,FZS-78527,2000000000756,,,465,6050,12000,Chanel,,Милллилитр,,,,
Delina,SWY-26879,2000000000749,,,490,6050,12000,Parfum de Marly,,Милллилитр,,,,
Another 13,FIB-42860,2000000000732,,,480,6050,18000,Le Labo,,Милллилитр,,,,
Devil’s Intrigue,IFN-15347,2000000000725,,,480,6050,18000,HFC,,Милллилитр,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/Devil_s_Intrigue,exact_name,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/Devil_s_Intrigue,exact_name
Torino 22,ZLI-97031,2000000000718,,,740,6050,18000,XERJOFF,,Милллилитр,https://www.parfumo.com/Perfumes/Xerjoff/torino22,fuzzy_brand_0.94,https://www.parfumo.com/Perfumes/Xerjoff/torino22,fuzzy_brand_0.94
Bois Imperial,DLM-38617,2000000000701,,,490,6050,12000,Essential,,Милллилитр,,,,
Irish Leather,USE-21139,2000000000688,,,690,6050,12000,Memo,,Милллилитр,,,,
Andromeda,RDV-89436,2000000000671,,,475,6050,12000,Tiziana Terenzi,,Милллилитр,https://www.parfumo.com/Perfumes/Fabled_Fragrances/Andromeda,exact_name,https://www.parfumo.com/Perfumes/Fabled_Fragrances/Andromeda,exact_name
Parisian Musc,LKR-08653,2000000000664,,,480,4840,12000,Matiere Premiere,,Милллилитр,,,,
Santal 33,KOJ-72284,2000000000657,,,490,4840,12000,Le Labo,,Милллилитр,,,,
Gumin,TKX-36307,2000000000640,,,450,6050,18000,Tiziana Terenzi,,Милллилитр,https://www.parfumo.com/Perfumes/Tiziana_Terenzi/Gumn,fuzzy_brand_0.80,https://www.parfumo.com/Perfumes/Tiziana_Terenzi/Gumn,fuzzy_brand_0.80
Elysium,NOM-15298,2000000000633,,,378,4840,18000,ROJA,,Милллилитр,https://www.parfumo.com/Perfumes/Beary/Elysium,exact_name,https://www.parfumo.com/Perfumes/Beary/Elysium,exact_name
Black Afgano,EVP-89343,2000000000626,,,335,6050,18000,Nasomatto,,Милллилитр,https://www.parfumo.com/Perfumes/Sunnamusk/black-afgano,exact_name,https://www.parfumo.com/Perfumes/Sunnamusk/black-afgano,exact_name
Silver Mountain,DLT-49032,2000000000619,,,190,4840,12000,Creed,,Милллилитр,https://www.parfumo.com/Perfumes/Creed/Silver_Mountain_Water,fuzzy_brand_0.83,https://www.parfumo.com/Perfumes/Creed/Silver_Mountain_Water,fuzzy_brand_0.83
Bombshell,AAI-45837,2000000000602,,,190,3630,12000,Victorias Secret,,Милллилитр,https://www.parfumo.com/Perfumes/Mojo_Spa/Bombshell,exact_name,https://www.parfumo.com/Perfumes/Mojo_Spa/Bombshell,exact_name
Pink Molecule 090,ZMP-12290,2000000000596,,,490,4840,12000,Zarkoperfume,,Милллилитр,https://www.parfumo.com/Perfumes/Zarko_Perfume/Pink_Molecule_090_09,fuzzy_brand_0.89,https://www.parfumo.com/Perfumes/Zarko_Perfume/Pink_Molecule_090_09,fuzzy_brand_0.89
Marfa,YBG-29885,2000000000589,,,435,6050,12000,Memo,,Милллилитр,,,,
Molecule 02,MVP-85522,2000000000572,,,330,6050,12000,Escentric,,Милллилитр,https://www.parfumo.com/Perfumes/Escentric_Molecules/Molecule_02,exact_name,https://www.parfumo.com/Perfumes/Escentric_Molecules/Molecule_02,exact_name
Ganymede Extrait,KCC-75718,2000000000565,,,631,4840,18000,Marc Antoine Barrois,,Милллилитр,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/ganymede-extrait,exact_name,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/ganymede-extrait,exact_name
Ganymede,RNX-14435,2000000000558,,,444,4840,12000,Marc Antoine Barrois,,Милллилитр,,,,
Tygar,SGH-85729,2000000000497,,,518,6050,12000,Bvlgari,,Милллилитр,,,,
Meteore,GRZ-60211,2000000000480,,,710,6050,12000,Louis Vuitton,,Милллилитр,,,,
Fabulous,TXL-62712,2000000000473,,,490,6050,12000,Tom Ford,,Милллилитр,https://www.parfumo.com/Perfumes/mark-des-vince/fabulous,exact_name,https://www.parfumo.com/Perfumes/mark-des-vince/fabulous,exact_name
Tobacco Vanille,HOK-27023,2000000000466,,,450,4840,12000,Tom Ford,,Милллилитр,,,,
Encelade,MYH-18267,2000000000459,,,470,6050,12000,Marc Antoine Barrois,,Милллилитр,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/encelade,exact_name,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/encelade,exact_name
On The Beach,WZQ-64324,2000000000442,,,300,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/on-the-beach,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/on-the-beach,exact_brand_name
Dancing Blossom,PAF-63206,2000000000435,,,270,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/dancing-blossom,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/dancing-blossom,exact_brand_name
Stellar Times,PIJ-77546,2000000000428,,,200,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/stellar-times,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/stellar-times,exact_brand_name
Pacific Chill,IOZ-58344,2000000000411,,,170,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/pacific-chill,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/pacific-chill,exact_brand_name
City of Stars,IKE-81005,2000000000404,,,700,4840,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/city-of-stars,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/city-of-stars,exact_brand_name
Ombre Nomade,LCO-81552,2000000000398,,,380,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/Ombre_Nomade,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/Ombre_Nomade,exact_brand_name
Au Hasard,ISA-97487,2000000000381,,,900,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/Au_Hasard,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/Au_Hasard,exact_brand_name
Black Phantom,MUV-14638,2000000000374,,,450,6050,12000,Kilian,,Милллилитр,,,,
Apple Brandy,EJU-89080,2000000000367,,,750,6050,12000,Kilian,,Милллилитр,,,,
Princess,HJO-80689,2000000000350,,,500,4840,12000,Kilian,,Милллилитр,https://www.parfumo.com/Perfumes/max/princess,exact_name,https://www.parfumo.com/Perfumes/max/princess,exact_name
Kissing Burns 6.4,VXJ-21566,2000000000343,,,490,6050,12000,Kilian,,Милллилитр,,,,
Love Don’t BY ShY,AIA-65118,2000000000336,,,690,6050,12000,Kilian,,Милллилитр,,,,
Angel’s Share,JXR-31253,2000000000329,,,490,6050,12000,Kilian,,Милллилитр,https://www.parfumo.com/Perfumes/Kilian/angels-share,exact_brand_name,https://www.parfumo.com/Perfumes/Kilian/angels-share,exact_brand_name
Roses On Ice,IAQ-04788,2000000000312,,,690,6050,12000,Kilian,,Милллилитр,https://www.parfumo.com/Perfumes/Kilian/roses-on-ice,exact_brand_name,https://www.parfumo.com/Perfumes/Kilian/roses-on-ice,exact_brand_name
L’Heure Verte,QJX-80886,2000000000305,,,750,6050,12000,Kilian,,Милллилитр,,,,
My Way,TQM-73496,2000000000299,,,705,6050,12000,Armani,,Милллилитр,https://www.parfumo.com/Perfumes/Judith_Williams/My_Way,exact_name,https://www.parfumo.com/Perfumes/Judith_Williams/My_Way,exact_name
Rolling in Love,TSU-06751,2000000000282,,,890,6050,12000,Kilian,,Милллилитр,https://www.parfumo.com/Perfumes/Kilian/rolling-in-love,exact_brand_name,https://www.parfumo.com/Perfumes/Kilian/rolling-in-love,exact_brand_name
Divine Blossom,CMU-34679,2000000000275,,,750,4840,12000,HFC,,Милллилитр,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/divine-blossom,exact_name,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/divine-blossom,exact_name
Montabaco,AWW-75607,2000000000268,,,500,6050,12000,Ormondo Jayne,,Милллилитр,,,,
Afternoon Swim,VXT-21479,2000000000251,,,950,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/Afternoon_Swim,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/Afternoon_Swim,exact_brand_name
Ombre Leather,RRG-36332,2000000000244,,,395,3630,12000,Tom Ford,,Милллилитр,https://www.parfumo.com/Perfumes/Tom_Ford/Ombre_Leather_16,fuzzy_brand_0.83,https://www.parfumo.com/Perfumes/Tom_Ford/Ombre_Leather_16,fuzzy_brand_0.83
Electric Cherry,AOU-50840,2000000000237,,,900,3630,12000,Tom Ford,,Милллилитр,https://www.parfumo.com/Perfumes/Tom_Ford/electric-cherry,exact_brand_name,https://www.parfumo.com/Perfumes/Tom_Ford/electric-cherry,exact_brand_name
Smoke Cherry,SAK-21965,2000000000220,,,670,3630,18000,Tom Ford,,Милллилитр,,,,
Lost Cherry,FTP-35831,2000000000213,,,630,6050,12000,Tom Ford,,Милллилитр,,,,
Good Girl Gone Bad,BNV-61379,2000000000206,,,530,6050,12000,Kilian,,Милллилитр,https://www.parfumo.com/Perfumes/Kilian/Good_girl_gone_Bad_Extreme,fuzzy_brand_0.82,https://www.parfumo.com/Perfumes/Kilian/Good_girl_gone_Bad_Extreme,fuzzy_brand_0.82
Baccarat Rouge 540,MKI-19617,2000000000190,,,465,6050,12000,Maison Francis Kurkdjian,,Милллилитр,,,,
N4 Apres l’Amour,NIU-79431,2000000000183,,,315,3630,12000,Thomas Kosmala,,Милллилитр,https://www.parfumo.com/Perfumes/Thomas_Kosmala/N_4__Apres_l_Amour,fuzzy_brand_0.88,https://www.parfumo.com/Perfumes/Thomas_Kosmala/N_4__Apres_l_Amour,fuzzy_brand_0.88
Oud Wood,RMU-58619,2000000000176,,,475,6050,12000,Tom Ford,,Милллилитр,https://www.parfumo.com/Perfumes/Duftanker_MGO_Duftmanufaktur/Oud_Wood,exact_name,https://www.parfumo.com/Perfumes/Duftanker_MGO_Duftmanufaktur/Oud_Wood,exact_name
Indian Venus,MDX-78537,2000000000169,,,665,6050,12000,HFC,,Милллилитр,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/Indian_Venus,exact_name,https://www.parfumo.com/Perfumes/Haute_Fragrance_Company/Indian_Venus,exact_name
Fahrenheit,OED-47878,2000000000152,,,480,3630,12000,Dior,,Милллилитр,https://www.parfumo.com/Perfumes/Alexandria_Fragrances/69-fahrenheit,exact_name,https://www.parfumo.com/Perfumes/Alexandria_Fragrances/69-fahrenheit,exact_name
Sauvage,DCL-90941,2000000000145,,,500,3630,12000,Dior,,Милллилитр,,,,
Musk Therapy,VFS-02865,2000000000138,,,440,3630,12000,INITIO,,Милллилитр,https://www.parfumo.com/Perfumes/Initio/musk-therapy,exact_brand_name,https://www.parfumo.com/Perfumes/Initio/musk-therapy,exact_brand_name
Rehab,ORR-31738,2000000000121,,,490,3630,12000,INITIO,,Милллилитр,https://www.parfumo.com/Perfumes/Initio/Rehab,exact_brand_name,https://www.parfumo.com/Perfumes/Initio/Rehab,exact_brand_name
Oud for Greatness,WVM-67460,2000000000114,,,500,3025,12000,INITIO,,Милллилитр,https://www.parfumo.com/Perfumes/Initio/Oud_for_Greatness,exact_brand_name,https://www.parfumo.com/Perfumes/Initio/Oud_for_Greatness,exact_brand_name
Hacivat,WXA-14468,2000000000107,,,700,2420,12000,NISHANE,,Милллилитр,https://www.parfumo.com/Perfumes/Nishane/Hacivat,exact_brand_name,https://www.parfumo.com/Perfumes/Nishane/Hacivat,exact_brand_name
Symphony,EAX-55136,2000000000091,,,480,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/symphony,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/symphony,exact_brand_name
Imagination,NVP-53364,2000000000084,,,790,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/imagination,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/imagination,exact_brand_name
Aventus Man,XLS-75438,2000000000077,,,722,6050,12000,Creed,,Милллилитр,,,,
California Dream,AHS-04953,2000000000060,,,615,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/california-dream,exact_brand_name,https://www.parfumo.com/Perfumes/Louis_Vuitton/california-dream,exact_brand_name
Limmensite,EWY-67856,2000000000053,,,447,6050,12000,Louis Vuitton,,Милллилитр,https://www.parfumo.com/Perfumes/Louis_Vuitton/L_Immensite,fuzzy_brand_0.90,https://www.parfumo.com/Perfumes/Louis_Vuitton/L_Immensite,fuzzy_brand_0.90
Attar Musc Kashmir,BID-31812,2000000000046,,,500,6050,12000,,,Милллилитр,,,,
Chanel blue,QIG-77879,2000000000039,Parfum,,89,6050,12000,Chanel,,Милллилитр,,,,
Tom ford lost cherry,WJG-14997,2000000000022,Parfum,,78,6050,12000,Tom Ford,,Милллилитр,,,,
